Období;1. Nefinanční podniky - do 1 roku;2. Nefinanční podniky - od 1 roku do 5 let;3. Nefinanční podniky - nad 5 let;4. Nefinanční podniky - celkem;4.1 z toho: Nefinanční podniky - syndikované úvěry - celkem;5 .Domácnosti - úvěry na spotřebu - do 1 roku;6. Domácnosti - úvěry na spotřebu - od 1 roku do 5 let;7. Domácnosti - úvěry na spotřebu - nad 5 let;8. Domácnosti - úvěry na spotřebu - celkem;9. Domácnosti - úvěry na bydlení - do 1 roku;10. Domácnosti - úvěry na bydlení - od 1 roku do 5 let;11. Domácnosti - úvěry na bydlení - nad 5 let;12. Domácnosti - úvěry na bydlení - celkem;13. Domácnosti - ostatní úvěry - do 1 roku;14. Domácnosti - ostatní úvěry - od 1 roku do 5 let;15. Domácnosti - ostatní úvěry - nad 5 let;16. Domácnosti - ostatní úvěry - celkem;17. Domácnosti - celkem;18. Fin. instituce jiné než měnové (bez poj.spol. a penzijních fondů) - celkem;19. Fin. instituce jiné než měnové (bez poj. spol. a penzijních fondů) - do 1 roku;20. Pojišťovací společnosti a penzijní fondy - celkem;21. Pojišťovací společnosti a penzijní fondy -  do 1 roku;22. Vládní instituce - celkem;23. Ústřední vládní instituce - celkem;24. Ostatní vládní instituce  - celkem;
2023-08-31;278327,1;327487,1;723320,8;1329135,1;242345,8;25235,2;33403,3;262435,3;321073,7;1122,1;2268,4;1723440,7;1726831,2;10128,3;8310,9;155897,2;174336,4;2222241,4;329027,7;81276,3;1795,8;1354,4;64544,2;1221,9;63322,3;
2023-07-31;280722,9;323410,6;717392,3;1321525,7;240615,6;24964,5;33357;260632,6;318954,1;1132,6;2276,1;1718078,6;1721487,4;10342,1;8349;155115,4;173806,4;2214247,8;332104,1;83969,9;1727,7;1286,3;64648,8;2211,4;62437,4;
2023-06-30;279886,8;306355;713164,9;1299406,8;230346,2;24568,3;33232,4;259260,4;317061,1;1129,9;2249;1715540,1;1718919;10193,8;8433,8;154466,5;173094,2;2209074,3;331457;86448,6;2064,7;1623,3;64930,6;2231,2;62699,4;
2023-05-31;288180,2;293294,4;708600;1290074,6;219772,2;25026,5;32905,6;257260;315192;1141,5;2226,6;1710931,9;1714300,1;10035,5;8214,9;153525;171775,4;2201267,5;324261;82241,9;2097,4;1656;60999,6;2252,6;58747;
2023-04-30;289342,2;294923,7;700929,1;1285195;214374,4;24245,7;32671,1;255155,3;312072,2;1136,8;2220,7;1706427,7;1709785,3;9918,7;8252,2;152826,8;170997,7;2192855,2;323119;86614,8;2171,9;1730,5;61208,8;2280,1;58928,8;
2023-03-31;284478,5;284792,2;695411,9;1264682,7;208322,5;25083,6;32044,5;249828,8;306956,9;1122,3;2188,6;1681905,6;1685216,5;9893,5;8204,8;151345,9;169444,2;2161617,5;329688,9;91251;2270,4;1828,9;61390,4;2497,9;58892,5;
2023-02-28;280371,7;273336;703908,8;1257616,5;204245,3;22612,7;33339,6;247956,9;303909,3;1119;2217,8;1676992,4;1680329,2;10122,4;8218,6;151119,1;169460,1;2153698,5;321367,4;85163,5;2465,9;2024,5;68279,1;8692,3;59586,8;
2023-01-31;283742,3;276773,8;703965,5;1264481,6;206056,7;22849,2;33964;245785,8;302599;1104,4;2254;1673512,1;1676870,5;10051,9;8293,8;151394,8;169740,5;2149209,9;322307,8;92990,9;2621;2179,6;62405,4;2765,1;59640,4;
2022-12-31;275551,5;264852,9;704092,2;1244496,6;202505;23493,9;33985,7;244919,4;302399,1;1111,2;2270,8;1670772,4;1674154,4;10307,3;8403,7;151546;170257;2146810,5;314884,5;79963,3;2541,4;2099,9;62207,1;3022,3;59184,8;
2022-11-30;316589,7;267959,8;704904,9;1289454,3;203518;23261,5;34237,9;244606,3;302105,7;1168,1;2280,4;1666035,9;1669484,3;10265,2;8652,9;151311,8;170229,9;2141819,9;318786;84067,9;2313,1;1871,6;64831,7;6736,5;58095,2;
2022-10-31;315265,4;277400,1;702245;1294910,5;205193,4;22431,6;33585,8;238026,3;294043,7;1199;2302,9;1659849;1663350,9;10320,8;9662,2;156098,7;176081,6;2133476,2;311090,6;85641,9;2722,8;2281,4;64346,4;6984,8;57361,6;
2022-09-30;315891,2;273807,7;697295;1286993,8;204923,5;22187,4;33763,3;236838,7;292789,5;1226,8;2368,1;1654959,9;1658554,7;10474,8;9489,9;155419,5;175384,1;2126728,4;302174,9;82974,7;2272,9;1831,5;64056,2;7131;56925,2;
2022-08-31;345093,9;269480,7;688406;1302980,5;197099,3;22485,9;33508,2;235612,5;291606,6;1248,7;2371,7;1649584,2;1653204,6;10347,8;9121,1;154684,4;174153,2;2118964,4;300262,4;80488,7;2389,6;1948,2;57770,8;2178,9;55591,9;
2022-07-31;313209,1;264285,7;686182,4;1263677,2;194135,8;21755,8;33612,9;234412,8;289781,5;1282,8;2394;1643179,6;1646856,5;10596,1;9144,2;154052,3;173792,6;2110430,5;300140,4;81878,4;2095,2;1653,8;57754,5;2427,2;55327,2;
2022-06-30;289961,9;262505,4;677533,4;1230000,7;190895,2;22144,3;33359,4;233185,8;288689,5;1349,6;2451,3;1636084,5;1639885,5;10819,5;9099,9;153509;173428,4;2102003,4;292623,8;88849,4;2240,1;1798,7;57309,3;2435,7;54873,6;
2022-05-31;288224,8;263984;676395,8;1228604,5;186666,4;22088,3;33099,5;230760,6;285948,3;1423,7;2482,3;1621875,6;1625781,6;10695,3;8978,5;152317,8;171991,7;2083721,6;277052,2;82652,9;2109,7;1668,3;58020,5;2455,6;55564,9;
2022-04-30;288058,2;269803,3;672172,6;1230034,1;182652,8;20993,4;33136,7;227971;282101,2;1500,1;2529,4;1609856,5;1613885,9;10773,2;8972,4;151358,2;171103,8;2067090,9;273857,5;80790,2;1936,5;1495,1;57668,6;2539,8;55128,7;
2022-03-31;287336,4;266269,6;680399,2;1234005,2;182651,4;21714,2;33673;231499,8;286886,9;1608,1;2614,5;1624744,3;1628966,9;10399,8;8934,9;152032,2;171366,9;2087220,7;270069,6;78698,8;1975,1;1533,7;57701,4;2707,9;54993,5;
2022-02-28;296393,1;270153,7;685744,3;1252291,1;185071,1;21096,2;33453,4;229443,8;283993,4;1696;2648,3;1612671,1;1617015,4;11000,9;8985,4;151085,6;171071,9;2072080,7;254166,2;66598,6;1850,7;1409,3;59513,1;2750,9;56762,3;
2022-01-31;265720,2;260455,6;673827,3;1200003,1;183058,9;21284,3;33511,4;227596,7;282392,5;1785,9;2683,7;1603416,8;1607886,5;10866;8949,1;150361,8;170176,9;2060455,8;252454,4;68522,9;2284,7;1843,2;59906,8;2767,5;57139,2;
2021-12-31;266048,3;262054,5;671736;1199838,8;178664,2;22230,2;33715,2;226002,9;281948,3;1855,3;2736,8;1592636,9;1597229;11146,2;9004,6;149996,4;170147,2;2049324,5;258071,9;69357,3;1885,1;1443,6;58952,6;2991,8;55960,8;
2021-11-30;273063,5;274502,3;671662,9;1219228,7;186258,8;22146,3;33921,5;224929,9;280997,7;1906,3;2781,8;1577643,9;1582332;10550;9248,9;149319,9;169118,8;2032448,5;250381,2;64316,5;965,6;524,2;76759,6;20893,9;55865,7;
2021-10-31;282344,8;268713,7;667524;1218582,5;181848,6;21421;33782,8;222972,6;278176,4;1948,3;2780,8;1562485,6;1567214,8;10559,7;9526,9;148332,6;168419,2;2013810,4;247036,4;61174,4;1139,1;697,7;87415,2;32073,8;55341,5;
2021-09-30;274373,3;262659,5;661767,1;1198799,9;180267,6;21543,6;33638,2;220919,4;276101,2;2019,1;2919,9;1548074,5;1553013,5;10692,5;9492,4;147432,1;167616,9;1996731,6;243384,4;58512,4;1182,9;741,4;58358,8;3199,5;55159,3;
2021-08-31;261518,9;260913,3;648927,4;1171359,5;169020,3;21729;33390;219121,5;274240,5;2091;2999,2;1531630,9;1536721,2;10132,6;9419,3;146652,7;166204,6;1977166,3;239456,6;54363,6;815,2;373,7;133279,3;79350,1;53929,2;
2021-07-31;247895,8;261454,9;646852,5;1156203,2;167971,7;21303,6;33247,5;217327,1;271878,2;2135,2;2931,8;1516179,4;1521246,4;10024,1;9511,1;145732;165267,3;1958391,8;240711,3;56955,5;720,1;278,6;111890;58503,7;53386,3;
2021-06-30;249195,2;259902,8;639159,2;1148257,3;167047,8;21285,6;33005,6;215474,1;269765,2;2179,5;2937,3;1502305,4;1507422,2;10057,3;9472,4;144927,2;164456,9;1941644,4;242679,5;61338,3;1022,9;581,4;85168,9;33004,9;52164;
2021-05-31;244871,3;256593,7;654348;1155813;176822,9;21180,6;32804,8;213388,8;267374,2;2262,8;2881,5;1486671,5;1491815,9;9522,1;9507,2;143887,3;162916,6;1922106,7;236138,8;59218;1343;901,5;163878,2;112227,7;51650,5;
2021-04-30;243632;255403;654784,3;1153819,3;172072,4;20542,4;32666,4;211679,5;264888,3;2284,9;2878;1473191,1;1478354;9366,6;9728;143102,9;162197,6;1905439,9;237218,1;61029,2;1082,8;641,3;239913,3;188633,6;51279,7;
2021-03-31;239928,1;253214;655244,2;1148386,3;172590,1;21085,7;32381,3;209974,7;263441,6;2330,6;2824;1461222,7;1466377,2;9262;10001,7;143293,1;162556,8;1892375,7;245085,4;65738,6;1401,8;960,3;175489,9;124605,3;50884,7;
2021-02-28;238530,2;249037,4;657694,9;1145262,5;170011,4;20709,1;32709,1;209133,8;262552,1;2322,9;2861,6;1448727,7;1453912,2;9215,8;10013,9;142798;162027,7;1878491,9;246434,6;67542,4;1284,9;843,4;55364,5;3705,2;51659,3;
2021-01-31;244568;248083,4;646973,5;1139625;169821,2;21535,3;33909,8;206904,3;262349,4;2352,5;2952,1;1438870,1;1444174,7;11505,6;9997,4;140560,3;162063,3;1868587,4;248710,3;70539;1379,9;938,4;55370,1;3776,5;51593,6;
2020-12-31;234675,3;247610,1;652924,2;1135209,6;171157,9;23302,5;34452,9;207111,5;264866,9;2393,9;2848,5;1432646,9;1437889,4;9559,1;10186,8;142573,1;162319;1865075,2;221791,2;47664,8;944,2;502,6;54376,9;3775,8;50601,1;
2020-11-30;258115,3;245257,1;661090;1164462,4;174314,6;22888,8;34730,7;207153,1;264772,6;2461,4;2867,4;1420816;1426144,8;9377,3;10387,2;142786,1;162550,6;1853468;257902,8;80590,8;808,3;366,7;55311,4;3795,8;51515,6;
2020-10-31;263236,1;250418,2;664729,9;1178384,2;177268,1;23049,7;35087,1;206834,9;264971,7;2487,2;2946;1409852,4;1415285,7;9515,9;10290,4;141504,3;161310,6;1841568;258375,8;79947;481,2;39,7;55012,3;3843,3;51169;
2020-09-30;262957,9;251672,5;662899,5;1177529,9;175372,3;24061;35235,9;205902,4;265199,3;2528,4;2921;1399929,4;1405378,9;9389,3;10288,6;140275,4;159953,4;1830531,6;257745,3;77750,5;1955,4;1513,8;53628,5;4277;49351,5;
2020-08-31;255952,9;246734,5;663077,5;1165764,9;178877,5;24130,3;35676,4;204913;264719,6;2448,7;2962,6;1390027,5;1395438,9;9319,4;10209,1;139480;159008,5;1819167;251470,7;76171,7;2629,2;2187,6;52714,7;4452,1;48262,6;
2020-07-31;250677,3;243562,7;662076,5;1156316,6;178604,9;24173,7;35889;203867,9;263930,6;2438,2;3080,7;1381143,1;1386662;9533,5;10168;138787,6;158489,1;1809081,7;243974,6;73096;8999,1;8557,6;55014,6;7264,3;47750,3;
2020-06-30;256518,8;242018,3;670540,5;1169077,6;183513,4;23989,6;36021;202763,7;262774,4;2416,7;3087;1370699,6;1376203,3;9477,9;9886;137908,3;157272,1;1796249,8;238020,8;66179,8;12978,6;12978,6;55018;5799,5;49218,5;
2020-05-31;260770,2;243121,6;673788,2;1177679,9;188966,4;23498,5;36252,1;201712,7;261463,3;2487,4;3077,5;1360491,8;1366056,6;9341,9;9596,7;137359,1;156297,7;1783817,6;240385,5;66139,5;13537,7;13537,7;56458,9;7452;49006,8;
2020-04-30;266698,5;247370,1;668211,2;1182279,8;188931,3;23179,9;36457,5;201503,2;261140,6;2542,3;3154,6;1352027,7;1357724,5;9609,7;9462,3;137041,2;156113,2;1774978,3;247459,1;72176,4;9716,7;9716,7;49795,1;3640;46155,1;
2020-03-31;263096,6;248814,9;664877,9;1176789,3;189573,9;24515,6;37309,9;201452,4;263277,9;2557,7;3196,3;1345202,1;1350956,1;9884,8;9597,2;136961,9;156443,8;1770677,8;262866;83385,3;17640,9;17640,9;49932,2;4041,7;45890,5;
2020-02-29;252947,2;238830,7;643944,9;1135722,8;178665,6;25065,2;38199,1;200420,3;263684,6;2608,8;3262,8;1337766,8;1343638,4;10324,9;9757,7;136257,2;156339,8;1763662,8;254603,8;80596,8;15160;15160;51115,9;3929,8;47186,1;
2020-01-31;255512,2;238888,5;644695,6;1139096,3;183457,5;25629;38192,3;198757,8;262579,1;2629,8;3300,9;1331650,2;1337580,9;10372,2;9709,5;135960,2;156041,9;1756201,9;252662,3;76687,7;10270,7;10270,7;50242,4;3561,3;46681,2;
2019-12-31;250599,3;238887,5;643625,9;1133112,8;184498,4;26585,9;38346,2;197754,8;262686,9;2657,4;3332;1325750,4;1331739,7;10424,7;9840,9;136000;156265,6;1750692,3;225181,5;49280,5;2303,3;2303,3;49795,4;3972,5;45822,9;
2019-11-30;268137,9;246061,4;644424,9;1158624,2;190045,8;25784,6;38633,3;197109,4;261527,2;2710,9;3351,5;1318543,6;1324605,9;10284,2;10009,8;135600;155894,1;1742027,2;248741,6;72651,1;2828,3;2828,3;48902;3192,8;45709,2;
2019-10-31;274785,6;247680,8;634277,4;1156743,7;190733,8;25943,5;38597,5;195766,8;260307,9;2746,9;3339;1309186,7;1315272,6;10572,7;10155,3;135104,6;155832,7;1731413,1;252744;75474,3;5817,2;5817,2;48006,6;3066;44940,6;
2019-09-30;275092,8;245966,9;632291,2;1153350,9;188445,6;25978,4;38496;193897,1;258371,6;2815,1;3327,5;1301335,6;1307478,3;10669,2;10017,4;134930,8;155617,5;1721467,3;250105,4;76016,1;4595,3;4595,3;46631,3;3127;43504,3;
2019-08-31;265388,3;244622,7;634655,7;1144666,7;190034,1;26356,4;38477,4;191908,3;256742,1;2826,2;3411,6;1294692,9;1300930,6;10590,5;10065,5;134475,6;155131,6;1712804,3;249438,1;73899,1;10508,3;10508,3;45538,1;3450;42088,1;
2019-07-31;262526,8;240303,7;625863,4;1128693,9;184512,7;26548,3;37982,5;189113,3;253644;2776,3;3424,4;1285011,2;1291212;10673,7;10458;137616,7;158748,4;1703604,4;249722,1;74084,3;13076,7;13076,7;45143,4;3658;41485,4;
2019-06-30;264176,3;244351,4;606409,4;1114937,1;174485,2;25973,8;37845,3;187264,8;251083,8;2740,5;3453,4;1277301,8;1283495,7;10859,5;10521,5;137142,1;158523,1;1693102,6;252035,2;74751,7;17572,6;17572,6;45519,7;4065;41454,7;
2019-05-31;261445,3;248206,4;607628,7;1117280,4;171444,2;26491;38116,8;185564,4;250172,2;2694;3456,8;1269729,5;1275880,3;10703,8;10464,6;136529,2;157697,6;1683750,1;248058,3;74387,1;15167,1;15167,1;45310,6;3982,3;41328,3;
2019-04-30;262849,3;248552,2;602744,5;1114146;169125,1;26162,2;38245,8;183410,6;247818,6;2669,1;3467,7;1261826,2;1267963;11035,7;10534,9;135787,2;157357,8;1673139,4;241286,3;67475,6;17011,8;17011,8;45043,4;3592,1;41451,3;
2019-03-31;262596,3;247770,2;595028,2;1105394,8;168779,7;26442,8;38154,7;181417,4;246014,9;2680,3;3515,1;1255801,2;1261996,6;10839,5;10381,7;135545,9;156767,1;1664778,6;241517,3;69915,1;14113,9;14113,9;45515,4;3745;41770,4;
2019-02-28;257884,1;247646,4;597557;1103087,5;169486,8;26581,3;38095,3;179574,2;244250,8;2656,7;3649,5;1249287,1;1255593,4;10846,3;10360;135453,3;156659,6;1656503,8;237666,2;66453,2;12961,5;12961,5;46412;3630,5;42781,5;
2019-01-31;265954,3;247791,7;595589,5;1109335,5;170277,7;27174,3;38355;178143,5;243672,9;2638,5;3810,6;1245115,6;1251564,7;11590,6;10338,1;135552,9;157481,6;1652719,2;239576,9;70856,6;3394,2;3394,2;49525,1;6682;42843,1;
2018-12-31;258959,7;226353,1;612078,5;1097391,3;169818,4;28719,3;39766,6;176871,1;245357;2681,2;3435,1;1243413,9;1249530,2;11119,2;10215,2;134446,7;155781,2;1650668,3;217462,3;43266,9;808,3;808,3;49409,9;6496,8;42913,1;
2018-11-30;269682;231811,2;618129,9;1119623,1;174994,1;28203,3;40037;176485;244725,3;2647,3;3493,1;1237226,4;1243366,8;10845,5;10315,1;136337,5;157498,1;1645590,2;235209,2;64647,9;19024,2;18533,2;48292,9;5979,4;42313,5;
2018-10-31;285660,7;229408,8;617089,8;1132159,3;179755,7;28297,9;39913,4;175146,6;243357,9;2670,9;3569,9;1227138,2;1233379;11239;10259,8;135756,4;157255,1;1633992;239625,1;65372,1;17444,6;17444,6;50561,7;8300;42261,7;
2018-09-30;280677,9;226807,5;608806,4;1116291,8;173803,1;27683,3;39742,4;173885,2;241310,9;2590,5;3569,7;1215839;1221999,2;11386,8;10227;135163,4;156777,2;1620087,3;242792,5;69458,9;29839;29839;47819,4;5923,4;41896,1;
2018-08-31;272855,4;224073,8;606108,4;1103037,6;174857,7;28263,4;39693,7;172675,9;240632,9;2507,6;3582,1;1207498,9;1213588,6;11734,8;10188,7;134780,8;156704,3;1610925,8;236832,1;64894;32768,2;32768,2;47153,1;5616,6;41536,5;
2018-07-31;268359,3;223009,7;601407,1;1092776;175955,5;28368,4;39466,4;171204,4;239039,2;2439,7;3637,8;1197824,3;1203901,7;11509,5;10193,1;134296,6;155999,2;1598940,1;240365,7;68087,6;29514;29514;47740,4;6996;40744,4;
2018-06-30;263053,5;219856,6;598610,7;1081520,8;168406,2;27984,5;39298,9;169915,7;237199;2416,8;3633,5;1190220,7;1196271;11451,1;10158,3;133972;155581,5;1589051,5;237461,7;67969,2;23414,6;23414,6;43945,9;4033,6;39912,3;
2018-05-31;257396,5;215906,9;590350,6;1063654;165151,8;28673,3;38933,5;168147,8;235754,6;2404;3603,7;1180784,4;1186792;11332,9;10051,9;133244,7;154629,5;1577176,1;229086,4;63397,4;22122,5;22122,5;44547,2;4173,2;40374,1;
2018-04-30;256658,2;212962,6;585978,1;1055599;164714;28386,7;38724,1;166179,8;233290,6;2455,2;3593,3;1172224,1;1178272,5;11372,1;9858,7;132592,3;153823,1;1565386,2;229766,3;65024,9;21403,5;21403,5;44696,9;4658,2;40038,7;
2018-03-31;254307;211067;580587;1045961;159783,5;28916,2;38558,2;164596,7;232071;2499,7;3632,5;1164539,1;1170671,2;11674,4;9595,3;131964,8;153234,5;1555976,7;233772,8;69513,9;27038;27038;44367,1;4168;40199;
2018-02-28;256615,8;212470,8;578579;1047665,6;163390;29113,7;38317,3;163098,2;230529,2;2534,7;3646,7;1157237,5;1163418,9;11434,7;9527,5;131806,4;152768,6;1546716,8;225590,2;66351;26377,7;26377,7;45748,5;4974,4;40774,1;
2018-01-31;258383,3;199715,2;575442;1033540,5;163095;30020,9;38259,5;161992;230272,4;2643,1;3725,7;1151564,2;1157933;11665,3;9211,7;131671,5;152548,6;1540754;226574,7;70284,9;20316,9;20316,9;46442,9;5566,5;40876,4;
2017-12-31;258409,5;200044,6;577682,1;1036136,2;163226,5;30654,2;38791,2;161319,3;230764,6;2673,3;3782,2;1145608,6;1152064,1;11719;9184,9;131409,1;152313;1535141,7;200931,4;42391,7;3009,5;3009,5;45137,7;5742,8;39394,9;
2017-11-30;273404,4;200560;570162,9;1044127,4;158653,3;30668,9;38706,3;160611;229986,1;2738;3813,7;1138536,7;1145088,4;11615,5;9219,2;130652,4;151487;1526561,6;223745,7;63890,1;16342,6;16342,6;46393,2;6112,4;40280,8;
2017-10-31;275248,9;202262,6;569396,3;1046907,7;160218,1;30536;38530,2;158992;228058,2;2819,5;3810,2;1130098,7;1136728,4;12003,8;9229,5;129922,7;151156,1;1515942,7;223818,6;62896,1;26887,5;26887,5;49942,1;10184,7;39757,4;
2017-09-30;274132,3;211716,4;574120,7;1059969,4;170424;30473;38178,5;157709,3;226360,7;2870,9;14121,6;1111690,4;1128682,9;12269,7;9091,4;129206,1;150567,3;1505610,9;224922,8;62187,6;36249,5;36249,5;48844,4;9348,7;39495,7;
2017-08-31;273056,4;211636,1;575320,2;1060012,7;170004,1;32709,7;38510,2;156616;227835,9;2863,6;14019,4;1104392,5;1121275,4;12385,2;9038,6;128556,4;149980,2;1499091,6;221521,4;61034,9;35742,2;35742,2;48198,9;8572,7;39626,2;
2017-07-31;270460,3;210764,1;570018,9;1051243,4;167891;32656;38297,7;155351,3;226305;2870,3;13777,1;1095143,6;1111791;12584,6;9032,1;128080;149696,7;1487792,7;218288,4;58316,8;35712,3;35712,3;50187,4;10644,3;39543,1;
2017-06-30;261103,1;208167,6;569952,2;1039222,9;164585,3;32587;37780,3;154567,3;224934,7;2936,3;13679,7;1088473,4;1105089,3;12309,8;9009,3;127434,4;148753,5;1478777,4;222804,8;63520,3;22657,6;22657,6;45132,6;5381,9;39750,6;
2017-05-31;259554,6;202232,7;586129,1;1047916,4;174211,7;33242,6;37174,9;153524,7;223942,3;3047,1;13324,8;1078541,1;1094912,9;12372,2;8957,9;126656,9;147987;1466842,2;223399,6;60663,8;22760,6;22760,6;56707,3;16775,3;39931,9;
2017-04-30;265120,7;202527,1;574225,5;1041873,4;165488,9;33308,6;36318,3;152229,9;221856,8;3173,7;13390,7;1068643,3;1085207,7;12492,5;9071,8;126022,8;147587,1;1454651,6;232203,8;63787,8;19818,5;19818,5;57844,7;18180,2;39664,5;
2017-03-31;258103,8;198586,4;566329,8;1023020,1;165320,2;34656,1;36099,3;151130,8;221886,1;3192,3;13005,4;1061604,7;1077802,4;12089,1;8975,3;125524,5;146588,9;1446277,5;224246,9;64974,8;18189,9;18177;45231,7;5534,6;39697,1;
2017-02-28;247523,8;194326;566170,9;1008020,7;163230,6;34341,7;35709,1;151290,8;221341,5;3281,4;12658,6;1053218,8;1069158,8;11549,9;9023,6;124741,9;145315,3;1435815,7;218792,7;62456,9;12837,4;12824,6;62175,3;21807,6;40367,7;
2017-01-31;248804,9;191878;560283,6;1000966,5;162972,2;34879,7;35418,7;150453,5;220751,9;3327,4;12400,9;1047443,7;1063172;11852,2;9040,3;124950,5;145843;1429766,9;213231;56554,9;11672,7;11659,8;63120;22416,7;40703,3;
2016-12-31;245215,2;191792,1;557847,9;994855,2;164236,3;35948,3;35749,3;150554,6;222252,2;3422,4;12305,6;1043832,2;1059560,2;12288,8;8954,1;125314,8;146557,7;1428370,1;197100,7;43060,9;26,5;0,6;49075,8;7421,8;41654;
2016-11-30;259633,3;195608,4;571291,5;1026533,1;182309,4;36020,2;35588,8;149654;221263;3389;12179,5;1037820,4;1053388,9;12029,9;9695,7;123868,3;145593,9;1420245,8;206109,9;60566,7;611,6;585,8;55452,2;13406,2;42046;
2016-10-31;270367,3;189919,1;564630,9;1024917,3;175581,1;35809,3;35205,7;148634,1;219649,2;3437,1;12043,1;1028993,8;1044474,1;12189,8;9773,6;123006;144969,4;1409092,6;199320,1;56173;626,8;601;62448,2;20533,6;41914,6;
2016-09-30;267224,8;188215,7;563196;1018636,5;174343,4;35933,2;34862,8;147346,9;218143;3497;11942,8;1019657,5;1035097,2;12348,2;9714,1;122534,9;144597,2;1397837,5;196988,1;53228,1;1895;1856,3;51209,3;8852,2;42357,1;
2016-08-31;258151,6;188092,9;555739;1001983,5;167812,8;36365,7;34629,7;146414,4;217409,7;3493,9;11857,6;1011206,8;1026558,2;12240;9625,5;122021,2;143886,8;1387854,8;189770,2;51418;2100;2061,3;51284,8;8302,1;42982,7;
2016-07-31;256855,6;189076,8;553358,8;999291,2;167654;36426,8;34577;145414,2;216418;3482,8;11759,4;1002534,7;1017776,9;12327,6;9645,4;121295,2;143268,2;1377463,1;188988,4;51199,8;982,8;944;51501,2;8108,4;43392,8;
2016-06-30;253756,6;186495,5;543584,9;983837;159650,7;36464,6;34298,3;144687,5;215450,3;3427,5;11809,5;995719,9;1010956,9;12212,6;9507,8;120519,8;142240,2;1368647,4;190198,5;52963,9;2257,3;2205,5;51990,6;8347,7;43643;
2016-05-31;251981,8;185410,2;541452,7;978844,6;158370,5;36789,4;33954;143422,7;214166;3319,1;11676,9;986919,1;1001915,1;12219,4;9442,9;119544,3;141206,6;1357287,7;181023,6;51974,7;2248;2196,3;52712,9;8152,5;44560,4;
2016-04-30;252761,9;192149;534284;979194,9;163253,9;36537,3;33409,4;142181,6;212128,3;3249,1;11562,3;980053,3;994864,7;12495;9393,1;118864,6;140752,7;1347745,8;169442,5;47535,7;2249,7;2198,1;58787,2;12836;45951,3;
2016-03-31;251107;195004,3;528291,9;974403,2;160073,3;37823;32970,5;141169,2;211962,7;3116,4;11412,2;972859,2;987387,8;12574,6;9301,5;118469,9;140346,1;1339696,6;168661,3;47109,5;921,4;856,8;56959,9;9869;47091;
2016-02-29;242050,3;180399,9;526044,3;948494,5;127948,1;39385,9;34274,9;139966,7;213627,5;3178,1;11310,1;966902,2;981390,4;12610,3;9597,5;118361,8;140569,6;1335587,5;166700,3;47277,8;838,6;838,6;64197,8;16262,8;47935;
2016-01-31;245447,5;179404,8;523557,4;948409,7;128155,2;40036,4;32324,8;139144,7;211506;3314,3;11238,7;961998,5;976551,4;12917,3;9538,2;118312,5;140768;1328825,4;164909,5;44921,1;857,3;857,3;59299,5;11629,1;47670,5;
2015-12-31;236875,9;176710,5;521778,1;935364,6;125868,8;41380,4;32367,4;138989,2;212737;3316,3;11119,9;963338,3;977774,5;13105;9578;118674;141357;1331868,5;162899;44607,4;1;1;59326,4;12207,2;47119,2;
2015-11-30;263787,6;173921,8;524305,8;962015,2;129267,5;41118,2;32550,1;138492,4;212160,7;3342,9;10972,9;954342,1;968657,8;13164,8;9641,9;117850,1;140656,9;1321475,4;164673,1;49577,6;582,5;582,5;70535,2;21864,7;48670,4;
2015-10-31;269741,5;170638,7;523080,2;963460,5;132520,9;41615,3;33217,6;137794,5;212627,4;3395,9;10889,2;948037,1;962322,2;13333,1;9683,5;117188,1;140204,6;1315154,2;163477,1;48900,7;543,8;543,8;70642,4;21988,6;48653,7;
2015-09-30;272814,8;173075,9;514736,2;960626,8;131125,1;41707,5;33127,3;137799,9;212634,7;3493,4;10573,3;941730,9;955797,6;13258,4;9670,7;116606,5;139535,5;1307967,9;155998,6;44867,4;318,9;318,9;66898,6;18989;47909,6;
2015-08-31;271629,7;172250,4;510608;954488,1;128425,5;41592,2;33111,3;137308,2;212011,7;3588,7;10460,7;935423,1;949472,5;13262,8;9754,7;116310,2;139327,7;1300812;149826,1;42717,1;13,9;13,9;73027,6;25326,2;47701,4;
2015-07-31;273314,1;163544,9;498255,9;935114,8;109609,2;41808,7;32712,6;137584;212105,3;3551;10399,2;929703,1;943653,3;13610,9;9862,1;115865,5;139338,6;1295097,2;149140,8;45040,8;11,4;11,4;69587,5;22252,7;47334,9;
2015-06-30;274052,6;161515,2;485205,1;920773;107119,4;41844,5;32627,4;137153,5;211625,4;3474,3;10497,4;922081,3;936053;13612,9;9917;115455,9;138985,7;1286664,1;143706,4;41698;11,4;11,4;68606,4;21558,4;47047,9;
2015-05-31;270996,2;162908,1;480238,4;914142,8;108011,3;32205,8;30048,4;131163;193417,2;3434,9;10300,9;913608,6;927344,5;13024,5;9643,9;114780,4;137448,8;1258210,5;148254,3;39434,2;31,5;31,5;65927,4;18626,9;47300,5;
2015-04-30;268104,9;162624,8;472285,3;903015;100995,5;32152,1;29838,7;130642,5;192633,3;3417,9;10355,5;908008;921781,4;12958,7;9584,6;114324,1;136867,4;1251282,2;148776,9;40172,1;1,4;1,4;69539;19522,3;50016,7;
